"DayNight","Month","Day","abundance","biomass","n_Diptera","n_Hymenoptera","n_Lepidoptera","LED","timestamp"
"Day",9,2,22,125.099705377687,17,0,0,"LED Off","2024-09-02 00:00:00"
"Day",9,3,30,189.536368626395,19,0,1,"LED Off","2024-09-03 00:00:00"
"Day",9,4,31,222.309446148933,22,1,0,"LED Off","2024-09-04 00:00:00"
"Day",9,5,50,295.258170412858,37,1,1,"LED Off","2024-09-05 00:00:00"
"Day",9,6,20,110.211446270144,11,0,0,"LED Off","2024-09-06 00:00:00"
"Day",9,7,12,94.3047178819546,8,0,0,"LED Off","2024-09-07 00:00:00"
"Day",9,8,13,54.4131891800445,6,0,0,"LED Off","2024-09-08 00:00:00"
"Day",9,9,13,51.295631472124,8,0,0,"LED Off","2024-09-09 00:00:00"
"Day",9,10,4,11.2913774658738,2,0,0,"LED Off","2024-09-10 00:00:00"
"Day",9,11,34,204.877106647164,26,2,0,"LED Off","2024-09-11 00:00:00"
"Day",9,12,2,5.31425777717894,2,0,0,"LED Off","2024-09-12 00:00:00"
"Day",9,13,0,0,0,0,0,"LED Off","2024-09-13 00:00:00"
"Day",9,14,0,0,0,0,0,"LED Off","2024-09-14 00:00:00"
"Day",9,15,4,25.8669087614745,4,0,0,"LED Off","2024-09-15 00:00:00"
"Day",9,16,1,4.30585677692993,0,0,0,"LED Off","2024-09-16 00:00:00"
"Day",9,17,0,0,0,0,0,"LED Off","2024-09-17 00:00:00"
"Night",7,23,0,0,0,0,0,"LED Off","2024-07-23 21:00:00"
"Night",7,24,0,0,0,0,0,"LED Off","2024-07-24 21:00:00"
"Night",7,25,0,0,0,0,0,"LED Off","2024-07-25 21:00:00"
"Night",7,26,0,0,0,0,0,"LED Off","2024-07-26 21:00:00"
"Night",7,27,0,0,0,0,0,"LED Off","2024-07-27 21:00:00"
"Night",7,28,4,18.1379963867695,3,0,0,"LED Off","2024-07-28 21:00:00"
"Night",7,29,0,0,0,0,0,"LED Off","2024-07-29 21:00:00"
"Night",7,30,2,11.3703284574532,1,0,0,"LED Off","2024-07-30 21:00:00"
"Night",7,31,0,0,0,0,0,"LED Off","2024-07-31 21:00:00"
"Night",8,1,0,0,0,0,0,"LED Off","2024-08-01 21:00:00"
"Night",8,2,0,0,0,0,0,"LED Off","2024-08-02 21:00:00"
"Night",8,3,0,0,0,0,0,"LED Off","2024-08-03 21:00:00"
"Night",8,4,0,0,0,0,0,"LED Off","2024-08-04 21:00:00"
"Night",8,5,21,284.125303104008,13,0,5,"LED On","2024-08-05 21:00:00"
"Night",8,6,73,1000.04027263414,36,6,7,"LED On","2024-08-06 21:00:00"
"Night",8,7,63,542.0203893164,48,2,7,"LED On","2024-08-07 21:00:00"
"Night",8,8,27,150.031441307891,20,0,2,"LED On","2024-08-08 21:00:00"
"Night",8,9,6,63.360764539016,4,0,0,"LED On","2024-08-09 21:00:00"
"Night",8,10,18,320.281147692424,10,0,3,"LED On","2024-08-10 21:00:00"
"Night",8,11,21,175.6366120134,12,0,2,"LED On","2024-08-11 21:00:00"
"Night",8,12,81,473.279839238919,53,0,1,"LED On","2024-08-12 21:00:00"
"Night",8,13,2,105.373284044161,1,1,0,"LED On","2024-08-13 21:00:00"
"Night",8,14,10,26.2020459512,7,0,1,"LED On","2024-08-14 21:00:00"
"Night",8,15,5,11.5711264189233,4,0,0,"LED On","2024-08-15 21:00:00"
"Night",8,16,142,915.445249299903,90,0,9,"LED On","2024-08-16 21:00:00"
"Night",8,17,35,666.876819722579,12,7,3,"LED On","2024-08-17 21:00:00"
"Night",8,18,1,0,0,0,1,"LED On","2024-08-18 21:00:00"
"Night",8,19,144,788.53166110093,84,1,9,"LED On","2024-08-19 21:00:00"
"Night",8,20,77,892.800844985321,32,3,11,"LED On","2024-08-20 21:00:00"
"Night",8,21,84,237.342155259696,64,0,3,"LED On","2024-08-21 21:00:00"
"Night",8,22,6,36.7016425102263,3,0,2,"LED On","2024-08-22 21:00:00"
"Night",8,23,12,143.109502530802,5,1,4,"LED On","2024-08-23 21:00:00"
"Night",8,24,65,1053.37302408565,34,8,13,"LED On","2024-08-24 21:00:00"
"Night",8,25,151,1313.69959600716,77,0,10,"LED On","2024-08-25 21:00:00"
"Night",8,26,174,1296.8121535722,108,1,3,"LED On","2024-08-26 21:00:00"
"Night",8,27,31,268.519999049702,18,0,7,"LED On","2024-08-27 21:00:00"
"Night",8,28,16,113.26835113347,9,0,2,"LED On","2024-08-28 21:00:00"
"Night",8,29,42,554.925845187212,30,1,6,"LED On","2024-08-29 21:00:00"
"Night",8,30,121,894.78538608456,92,0,10,"LED On","2024-08-30 21:00:00"
"Night",8,31,104,1102.21333573027,61,0,10,"LED On","2024-08-31 21:00:00"
"Night",9,1,3,45.0989254363399,1,0,1,"LED On","2024-09-01 21:00:00"
"Night",9,2,0,0,0,0,0,"LED On","2024-09-02 21:00:00"
"Night",9,3,64,720.928107896704,37,0,8,"LED On","2024-09-03 21:00:00"
"Night",9,4,104,742.377278583127,56,0,14,"LED On","2024-09-04 21:00:00"
"Night",9,5,11,296.660581919397,4,4,1,"LED On","2024-09-05 21:00:00"
"Night",9,6,11,76.964430820428,5,0,1,"LED On","2024-09-06 21:00:00"
"Night",9,7,18,353.185605106799,4,0,10,"LED On","2024-09-07 21:00:00"
"Night",9,8,56,344.407548824343,31,2,1,"LED On","2024-09-08 21:00:00"
"Night",9,9,0,0,0,0,0,"LED On","2024-09-09 21:00:00"
"Night",9,10,0,0,0,0,0,"LED On","2024-09-10 21:00:00"
"Night",9,11,19,171.993761182529,15,0,0,"LED On","2024-09-11 21:00:00"
"Night",9,12,0,0,0,0,0,"LED On","2024-09-12 21:00:00"
"Night",9,13,0,0,0,0,0,"LED On","2024-09-13 21:00:00"
"Night",9,14,0,0,0,0,0,"LED On","2024-09-14 21:00:00"
"Night",9,15,0,0,0,0,0,"LED On","2024-09-15 21:00:00"
"Night",9,16,0,0,0,0,0,"LED On","2024-09-16 21:00:00"
"Night",9,17,0,0,0,0,0,"LED On","2024-09-17 21:00:00"
