"DayNight","Month","Day","abundance","biomass","n_Diptera","n_Hymenoptera","n_Lepidoptera","LED","timestamp"
"Day",9,6,57,371.93277859357,38,1,2,"LED Off","2024-09-06 00:00:00"
"Day",9,7,31,188.407372055104,20,0,0,"LED Off","2024-09-07 00:00:00"
"Day",9,8,15,64.3069263376644,7,0,0,"LED Off","2024-09-08 00:00:00"
"Day",9,9,0,0,0,0,0,"LED Off","2024-09-09 00:00:00"
"Day",9,10,42,185.92562387399,30,0,0,"LED Off","2024-09-10 00:00:00"
"Day",9,11,35,169.325011217441,16,0,1,"LED Off","2024-09-11 00:00:00"
"Day",9,12,4,30.34384568083,3,0,0,"LED Off","2024-09-12 00:00:00"
"Day",9,13,0,0,0,0,0,"LED Off","2024-09-13 00:00:00"
"Day",9,14,0,0,0,0,0,"LED Off","2024-09-14 00:00:00"
"Day",9,15,0,0,0,0,0,"LED Off","2024-09-15 00:00:00"
"Day",9,16,0,0,0,0,0,"LED Off","2024-09-16 00:00:00"
"Day",9,17,0,0,0,0,0,"LED Off","2024-09-17 00:00:00"
"Night",7,23,0,0,0,0,0,"LED Off","2024-07-23 21:00:00"
"Night",7,24,0,0,0,0,0,"LED Off","2024-07-24 21:00:00"
"Night",7,25,0,0,0,0,0,"LED Off","2024-07-25 21:00:00"
"Night",7,26,0,0,0,0,0,"LED Off","2024-07-26 21:00:00"
"Night",7,27,0,0,0,0,0,"LED Off","2024-07-27 21:00:00"
"Night",7,28,1,4.21693817060441,0,0,0,"LED Off","2024-07-28 21:00:00"
"Night",7,29,1,11.4334670200534,1,0,0,"LED Off","2024-07-29 21:00:00"
"Night",7,30,1,11.855773473583,1,0,0,"LED Off","2024-07-30 21:00:00"
"Night",7,31,0,0,0,0,0,"LED Off","2024-07-31 21:00:00"
"Night",8,1,0,0,0,0,0,"LED Off","2024-08-01 21:00:00"
"Night",8,2,0,0,0,0,0,"LED Off","2024-08-02 21:00:00"
"Night",8,3,0,0,0,0,0,"LED Off","2024-08-03 21:00:00"
"Night",8,4,0,0,0,0,0,"LED Off","2024-08-04 21:00:00"
"Night",8,5,30,457.577820826637,5,5,10,"LED On","2024-08-05 21:00:00"
"Night",8,6,110,3022.07149493775,37,1,43,"LED On","2024-08-06 21:00:00"
"Night",8,7,25,639.847812148892,1,2,16,"LED On","2024-08-07 21:00:00"
"Night",8,8,8,150.496381802882,1,2,3,"LED On","2024-08-08 21:00:00"
"Night",8,9,14,242.216217724442,6,1,4,"LED On","2024-08-09 21:00:00"
"Night",8,10,29,493.199233695149,5,2,7,"LED On","2024-08-10 21:00:00"
"Night",8,11,43,712.709137017153,14,1,12,"LED On","2024-08-11 21:00:00"
"Night",8,12,198,1731.67252737577,75,20,15,"LED On","2024-08-12 21:00:00"
"Night",8,13,28,655.87790280343,3,0,12,"LED On","2024-08-13 21:00:00"
"Night",8,14,63,876.407378854191,17,7,8,"LED On","2024-08-14 21:00:00"
"Night",8,15,21,526.481444451117,9,1,5,"LED On","2024-08-15 21:00:00"
"Night",8,16,137,1340.21663156222,37,7,13,"LED On","2024-08-16 21:00:00"
"Night",8,17,69,688.759761756078,21,15,7,"LED On","2024-08-17 21:00:00"
"Night",8,18,2,5.81428327972489,1,0,1,"LED On","2024-08-18 21:00:00"
"Night",8,19,4,45.7735872445397,0,1,0,"LED On","2024-08-19 21:00:00"
"Night",8,20,15,241.793078157877,10,0,1,"LED On","2024-08-20 21:00:00"
"Night",8,21,6,74.4543191697811,3,1,1,"LED On","2024-08-21 21:00:00"
"Night",8,22,0,0,0,0,0,"LED On","2024-08-22 21:00:00"
"Night",8,23,21,248.859637831369,8,1,5,"LED On","2024-08-23 21:00:00"
"Night",8,24,18,493.330877503181,6,0,9,"LED On","2024-08-24 21:00:00"
"Night",8,25,88,446.352388825389,49,6,4,"LED On","2024-08-25 21:00:00"
"Night",8,26,58,473.590796665194,23,1,6,"LED On","2024-08-26 21:00:00"
"Night",8,27,13,238.166524698695,6,0,2,"LED On","2024-08-27 21:00:00"
"Night",8,28,9,323.799647264899,6,0,3,"LED On","2024-08-28 21:00:00"
"Night",8,29,46,438.992129589711,20,5,1,"LED On","2024-08-29 21:00:00"
"Night",8,30,106,2062.61373400747,37,2,51,"LED On","2024-08-30 21:00:00"
"Night",8,31,41,820.753618220058,13,2,18,"LED On","2024-08-31 21:00:00"
"Night",9,1,7,108.618592434023,1,0,3,"LED On","2024-09-01 21:00:00"
"Night",9,2,15,140.285799480493,9,0,1,"LED On","2024-09-02 21:00:00"
"Night",9,3,61,1170.33857445167,22,4,15,"LED On","2024-09-03 21:00:00"
"Night",9,4,18,380.169856183122,2,1,10,"LED On","2024-09-04 21:00:00"
"Night",9,5,23,446.883934488321,13,0,4,"LED On","2024-09-05 21:00:00"
"Night",9,6,6,106.435244277831,3,0,2,"LED On","2024-09-06 21:00:00"
"Night",9,7,26,464.970432240004,6,0,12,"LED On","2024-09-07 21:00:00"
"Night",9,8,10,175.000216914487,7,0,0,"LED On","2024-09-08 21:00:00"
"Night",9,9,0,0,0,0,0,"LED On","2024-09-09 21:00:00"
"Night",9,10,0,0,0,0,0,"LED On","2024-09-10 21:00:00"
"Night",9,11,42,451.381358960584,25,0,0,"LED On","2024-09-11 21:00:00"
"Night",9,12,0,0,0,0,0,"LED On","2024-09-12 21:00:00"
"Night",9,13,0,0,0,0,0,"LED On","2024-09-13 21:00:00"
"Night",9,14,0,0,0,0,0,"LED On","2024-09-14 21:00:00"
"Night",9,15,0,0,0,0,0,"LED On","2024-09-15 21:00:00"
"Night",9,16,0,0,0,0,0,"LED On","2024-09-16 21:00:00"
"Night",9,17,0,0,0,0,0,"LED On","2024-09-17 21:00:00"
