"DayNight","Month","Day","abundance","biomass","n_Diptera","n_Hymenoptera","n_Lepidoptera","LED","timestamp"
"Day",9,10,12,48.0803779277608,8,1,0,"LED Off","2024-09-10 00:00:00"
"Day",9,11,17,113.387942911871,7,0,0,"LED Off","2024-09-11 00:00:00"
"Day",9,12,1,2.63049277210557,0,0,0,"LED Off","2024-09-12 00:00:00"
"Day",9,13,2,18.4915781486497,1,0,0,"LED Off","2024-09-13 00:00:00"
"Day",9,14,0,0,0,0,0,"LED Off","2024-09-14 00:00:00"
"Day",9,15,2,3.73017916949955,1,0,0,"LED Off","2024-09-15 00:00:00"
"Day",9,16,0,0,0,0,0,"LED Off","2024-09-16 00:00:00"
"Day",9,17,5,50.1441216019371,2,1,1,"LED Off","2024-09-17 00:00:00"
"Night",7,23,0,0,0,0,0,"LED Off","2024-07-23 21:00:00"
"Night",7,24,0,0,0,0,0,"LED Off","2024-07-24 21:00:00"
"Night",7,25,2,3.30337875802006,0,0,0,"LED Off","2024-07-25 21:00:00"
"Night",7,26,0,0,0,0,0,"LED Off","2024-07-26 21:00:00"
"Night",7,27,0,0,0,0,0,"LED Off","2024-07-27 21:00:00"
"Night",7,28,1,2.09882399993009,0,0,0,"LED Off","2024-07-28 21:00:00"
"Night",7,29,1,1.64490366683989,0,0,0,"LED Off","2024-07-29 21:00:00"
"Night",7,30,NA,NA,0,0,0,"LED Off","2024-07-30 21:00:00"
"Night",7,31,NA,NA,0,0,0,"LED Off","2024-07-31 21:00:00"
"Night",8,1,NA,NA,0,0,0,"LED Off","2024-08-01 21:00:00"
"Night",8,2,NA,NA,0,0,0,"LED Off","2024-08-02 21:00:00"
"Night",8,3,NA,NA,0,0,0,"LED Off","2024-08-03 21:00:00"
"Night",8,4,NA,NA,0,0,0,"LED Off","2024-08-04 21:00:00"
"Night",8,5,NA,NA,0,0,0,"LED Off","2024-08-05 21:00:00"
"Night",8,6,NA,NA,0,0,0,"LED Off","2024-08-06 21:00:00"
"Night",8,7,NA,NA,0,0,0,"LED Off","2024-08-07 21:00:00"
"Night",8,8,NA,NA,0,0,0,"LED Off","2024-08-08 21:00:00"
"Night",8,9,118,1337.18092101899,27,0,18,"LED On","2024-08-09 21:00:00"
"Night",8,10,NA,NA,0,0,0,"LED On","2024-08-10 21:00:00"
"Night",8,11,NA,NA,0,0,0,"LED On","2024-08-11 21:00:00"
"Night",8,12,218,1262.41902284936,63,4,11,"LED On","2024-08-12 21:00:00"
"Night",8,13,7,37.8222273641463,3,0,0,"LED On","2024-08-13 21:00:00"
"Night",8,14,21,139.887782753909,8,1,0,"LED On","2024-08-14 21:00:00"
"Night",8,15,NA,NA,0,0,0,"LED On","2024-08-15 21:00:00"
"Night",8,16,NA,NA,0,0,0,"LED On","2024-08-16 21:00:00"
"Night",8,17,NA,NA,0,0,0,"LED On","2024-08-17 21:00:00"
"Night",8,18,NA,NA,0,0,0,"LED On","2024-08-18 21:00:00"
"Night",8,19,301,773.25509445713,136,0,25,"LED On","2024-08-19 21:00:00"
"Night",8,20,128,561.890589247226,63,3,2,"LED On","2024-08-20 21:00:00"
"Night",8,21,113,602.551712107979,44,2,6,"LED On","2024-08-21 21:00:00"
"Night",8,22,27,169.521286584245,19,0,1,"LED On","2024-08-22 21:00:00"
"Night",8,23,84,394.509279643324,30,2,8,"LED On","2024-08-23 21:00:00"
"Night",8,24,122,450.782410086243,50,1,7,"LED On","2024-08-24 21:00:00"
"Night",8,25,103,627.115503701264,26,0,3,"LED On","2024-08-25 21:00:00"
"Night",8,26,156,1118.25560143845,50,0,8,"LED On","2024-08-26 21:00:00"
"Night",8,27,38,374.450085102832,9,4,4,"LED On","2024-08-27 21:00:00"
"Night",8,28,43,267.004005722157,21,0,3,"LED On","2024-08-28 21:00:00"
"Night",8,29,114,416.883436362121,49,2,4,"LED On","2024-08-29 21:00:00"
"Night",8,30,257,993.566563711581,106,4,13,"LED On","2024-08-30 21:00:00"
"Night",8,31,146,567.813855916173,52,1,9,"LED On","2024-08-31 21:00:00"
"Night",9,1,32,274.925664684003,14,0,2,"LED On","2024-09-01 21:00:00"
"Night",9,2,3,7.4570348758069,1,0,0,"LED On","2024-09-02 21:00:00"
"Night",9,3,60,273.146543957973,21,1,5,"LED On","2024-09-03 21:00:00"
"Night",9,4,63,235.334277808291,29,0,3,"LED On","2024-09-04 21:00:00"
"Night",9,5,14,80.8840096278076,9,0,2,"LED On","2024-09-05 21:00:00"
"Night",9,6,2,21.5289463482449,1,0,0,"LED On","2024-09-06 21:00:00"
"Night",9,7,32,171.677448797568,6,0,3,"LED On","2024-09-07 21:00:00"
"Night",9,8,61,379.056232109195,31,4,1,"LED On","2024-09-08 21:00:00"
"Night",9,9,42,262.891174948509,28,0,0,"LED On","2024-09-09 21:00:00"
"Night",9,10,9,28.9653466394711,3,0,0,"LED On","2024-09-10 21:00:00"
"Night",9,11,36,301.493648957514,19,0,0,"LED On","2024-09-11 21:00:00"
"Night",9,12,3,35.2835673835251,3,0,0,"LED On","2024-09-12 21:00:00"
"Night",9,13,0,0,0,0,0,"LED On","2024-09-13 21:00:00"
"Night",9,14,0,0,0,0,0,"LED On","2024-09-14 21:00:00"
"Night",9,15,1,5.94669562707619,1,0,0,"LED On","2024-09-15 21:00:00"
"Night",9,16,0,0,0,0,0,"LED On","2024-09-16 21:00:00"
"Night",9,17,10,27.5801687782873,8,0,0,"LED On","2024-09-17 21:00:00"
