"DayNight","Month","Day","abundance","biomass","n_Diptera","n_Hymenoptera","n_Lepidoptera","LED","timestamp"
"Day",9,1,73,429.798684878309,37,1,0,"LED Off","2024-09-01 00:00:00"
"Day",9,2,60,452.556119576635,29,1,1,"LED Off","2024-09-02 00:00:00"
"Day",9,3,101,733.534667610097,48,3,4,"LED Off","2024-09-03 00:00:00"
"Day",9,4,45,315.41390241572,31,2,1,"LED Off","2024-09-04 00:00:00"
"Day",9,5,9,80.4860652853133,8,0,1,"LED Off","2024-09-05 00:00:00"
"Day",9,6,63,621.449761758205,43,0,4,"LED Off","2024-09-06 00:00:00"
"Day",9,7,46,282.566112357666,15,0,0,"LED Off","2024-09-07 00:00:00"
"Day",9,8,10,49.0597935552303,7,1,1,"LED Off","2024-09-08 00:00:00"
"Day",9,9,0,0,0,0,0,"LED Off","2024-09-09 00:00:00"
"Day",9,10,3,9.30031632936431,2,0,0,"LED Off","2024-09-10 00:00:00"
"Day",9,11,27,173.342647469433,21,0,1,"LED Off","2024-09-11 00:00:00"
"Day",9,12,1,3.82924753092925,0,0,0,"LED Off","2024-09-12 00:00:00"
"Day",9,13,0,0,0,0,0,"LED Off","2024-09-13 00:00:00"
"Day",9,14,0,0,0,0,0,"LED Off","2024-09-14 00:00:00"
"Day",9,15,0,0,0,0,0,"LED Off","2024-09-15 00:00:00"
"Day",9,16,0,0,0,0,0,"LED Off","2024-09-16 00:00:00"
"Day",9,17,0,0,0,0,0,"LED Off","2024-09-17 00:00:00"
"Night",7,23,0,0,0,0,0,"LED Off","2024-07-23 21:00:00"
"Night",7,24,0,0,0,0,0,"LED Off","2024-07-24 21:00:00"
"Night",7,25,0,0,0,0,0,"LED Off","2024-07-25 21:00:00"
"Night",7,26,2,7.23466005022982,1,0,0,"LED Off","2024-07-26 21:00:00"
"Night",7,27,4,20.447360611959,2,0,0,"LED Off","2024-07-27 21:00:00"
"Night",7,28,0,0,0,0,0,"LED Off","2024-07-28 21:00:00"
"Night",7,29,0,0,0,0,0,"LED Off","2024-07-29 21:00:00"
"Night",7,30,0,0,0,0,0,"LED Off","2024-07-30 21:00:00"
"Night",7,31,0,0,0,0,0,"LED Off","2024-07-31 21:00:00"
"Night",8,1,0,0,0,0,0,"LED Off","2024-08-01 21:00:00"
"Night",8,2,0,0,0,0,0,"LED Off","2024-08-02 21:00:00"
"Night",8,3,0,0,0,0,0,"LED Off","2024-08-03 21:00:00"
"Night",8,4,0,0,0,0,0,"LED Off","2024-08-04 21:00:00"
"Night",8,5,0,0,0,0,0,"LED Off","2024-08-05 21:00:00"
"Night",8,6,0,0,0,0,0,"LED Off","2024-08-06 21:00:00"
"Night",8,7,0,0,0,0,0,"LED Off","2024-08-07 21:00:00"
"Night",8,8,0,0,0,0,0,"LED Off","2024-08-08 21:00:00"
"Night",8,9,0,0,0,0,0,"LED Off","2024-08-09 21:00:00"
"Night",8,10,0,0,0,0,0,"LED Off","2024-08-10 21:00:00"
"Night",8,11,0,0,0,0,0,"LED Off","2024-08-11 21:00:00"
"Night",8,12,0,0,0,0,0,"LED Off","2024-08-12 21:00:00"
"Night",8,13,50,720.071411891216,13,2,18,"LED On","2024-08-13 21:00:00"
"Night",8,14,201,1175.22196377016,99,10,10,"LED On","2024-08-14 21:00:00"
"Night",8,15,70,1273.28631436136,20,1,35,"LED On","2024-08-15 21:00:00"
"Night",8,16,71,1220.63453164445,27,1,27,"LED On","2024-08-16 21:00:00"
"Night",8,17,48,1138.83178628921,20,2,21,"LED On","2024-08-17 21:00:00"
"Night",8,18,0,0,0,0,0,"LED On","2024-08-18 21:00:00"
"Night",8,19,1,40.82059506451,0,0,1,"LED On","2024-08-19 21:00:00"
"Night",8,20,0,0,0,0,0,"LED On","2024-08-20 21:00:00"
"Night",8,21,7,209.700541975752,3,0,4,"LED On","2024-08-21 21:00:00"
"Night",8,22,5,71.5635309766917,3,0,2,"LED On","2024-08-22 21:00:00"
"Night",8,23,84,729.941312372525,18,22,9,"LED On","2024-08-23 21:00:00"
"Night",8,24,69,1466.22400043607,12,1,43,"LED On","2024-08-24 21:00:00"
"Night",8,25,27,467.320297182852,16,0,4,"LED On","2024-08-25 21:00:00"
"Night",8,26,4,67.2193232206505,3,0,1,"LED On","2024-08-26 21:00:00"
"Night",8,27,38,726.038466555789,9,0,16,"LED On","2024-08-27 21:00:00"
"Night",8,28,39,503.991361532904,12,1,11,"LED On","2024-08-28 21:00:00"
"Night",8,29,245,1722.50251756471,98,16,29,"LED On","2024-08-29 21:00:00"
"Night",8,30,93,1573.19877652129,25,7,44,"LED On","2024-08-30 21:00:00"
"Night",8,31,96,1292.87942361332,41,8,28,"LED On","2024-08-31 21:00:00"
"Night",9,1,19,256.950189471161,8,0,9,"LED On","2024-09-01 21:00:00"
"Night",9,2,61,989.371392073888,39,1,5,"LED On","2024-09-02 21:00:00"
"Night",9,3,61,1453.5287015188,14,0,41,"LED On","2024-09-03 21:00:00"
"Night",9,4,124,1767.50945993362,67,1,23,"LED On","2024-09-04 21:00:00"
"Night",9,5,205,2132.19777931421,136,0,12,"LED On","2024-09-05 21:00:00"
"Night",9,6,8,202.344483097215,0,0,8,"LED On","2024-09-06 21:00:00"
"Night",9,7,1,32.1253334929092,0,0,1,"LED On","2024-09-07 21:00:00"
"Night",9,8,27,493.482059991013,21,0,1,"LED On","2024-09-08 21:00:00"
"Night",9,9,0,0,0,0,0,"LED On","2024-09-09 21:00:00"
"Night",9,10,0,0,0,0,0,"LED On","2024-09-10 21:00:00"
"Night",9,11,33,542.396377725846,25,0,0,"LED On","2024-09-11 21:00:00"
"Night",9,12,0,0,0,0,0,"LED On","2024-09-12 21:00:00"
"Night",9,13,0,0,0,0,0,"LED On","2024-09-13 21:00:00"
"Night",9,14,0,0,0,0,0,"LED On","2024-09-14 21:00:00"
"Night",9,15,0,0,0,0,0,"LED On","2024-09-15 21:00:00"
"Night",9,16,0,0,0,0,0,"LED On","2024-09-16 21:00:00"
"Night",9,17,0,0,0,0,0,"LED On","2024-09-17 21:00:00"
