"DayNight","Month","Day","abundance","biomass","n_Diptera","n_Hymenoptera","n_Lepidoptera","LED","timestamp"
"Day",8,23,9,18.9422697702199,3,0,0,"LED Off","2024-08-23 00:00:00"
"Day",8,24,16,66.9865165121312,10,0,0,"LED Off","2024-08-24 00:00:00"
"Day",8,25,4,6.7454974255759,1,0,0,"LED Off","2024-08-25 00:00:00"
"Day",8,26,13,67.3757543075064,9,0,0,"LED Off","2024-08-26 00:00:00"
"Day",8,27,27,92.8385398731818,12,1,0,"LED Off","2024-08-27 00:00:00"
"Day",8,28,21,120.345968870525,9,2,0,"LED Off","2024-08-28 00:00:00"
"Day",8,29,13,42.5478940947312,3,0,0,"LED Off","2024-08-29 00:00:00"
"Day",8,30,18,54.384508082226,10,2,0,"LED Off","2024-08-30 00:00:00"
"Day",8,31,23,73.9949834222387,9,1,0,"LED Off","2024-08-31 00:00:00"
"Day",9,1,21,65.9013984700136,8,1,1,"LED Off","2024-09-01 00:00:00"
"Day",9,2,19,147.353161859773,14,1,2,"LED Off","2024-09-02 00:00:00"
"Day",9,3,17,47.5695150413577,10,1,0,"LED Off","2024-09-03 00:00:00"
"Day",9,4,37,150.104383744008,17,2,1,"LED Off","2024-09-04 00:00:00"
"Day",9,5,31,139.077826648916,17,0,0,"LED Off","2024-09-05 00:00:00"
"Day",9,6,8,20.8740298672499,4,0,0,"LED Off","2024-09-06 00:00:00"
"Day",9,7,16,65.4371497706141,6,1,0,"LED Off","2024-09-07 00:00:00"
"Day",9,8,36,139.185215703331,17,0,0,"LED Off","2024-09-08 00:00:00"
"Day",9,9,6,26.743751786162,3,0,0,"LED Off","2024-09-09 00:00:00"
"Day",9,10,9,12.2772025684198,3,0,0,"LED Off","2024-09-10 00:00:00"
"Day",9,11,2,6.73769950421997,1,0,0,"LED Off","2024-09-11 00:00:00"
"Day",9,12,0,0,0,0,0,"LED Off","2024-09-12 00:00:00"
"Day",9,13,0,0,0,0,0,"LED Off","2024-09-13 00:00:00"
"Day",9,14,0,0,0,0,0,"LED Off","2024-09-14 00:00:00"
"Day",9,15,0,0,0,0,0,"LED Off","2024-09-15 00:00:00"
"Day",9,16,0,0,0,0,0,"LED Off","2024-09-16 00:00:00"
"Day",9,17,1,2.44601863704011,0,0,0,"LED Off","2024-09-17 00:00:00"
"Night",7,23,1,2.26881154451816,0,0,0,"LED Off","2024-07-23 21:00:00"
"Night",7,24,2,26.5996675619413,0,0,0,"LED Off","2024-07-24 21:00:00"
"Night",7,25,0,0,0,0,0,"LED Off","2024-07-25 21:00:00"
"Night",7,26,0,0,0,0,0,"LED Off","2024-07-26 21:00:00"
"Night",7,27,0,0,0,0,0,"LED Off","2024-07-27 21:00:00"
"Night",7,28,0,0,0,0,0,"LED Off","2024-07-28 21:00:00"
"Night",7,29,0,0,0,0,0,"LED Off","2024-07-29 21:00:00"
"Night",7,30,0,0,0,0,0,"LED Off","2024-07-30 21:00:00"
"Night",7,31,0,0,0,0,0,"LED Off","2024-07-31 21:00:00"
"Night",8,1,0,0,0,0,0,"LED Off","2024-08-01 21:00:00"
"Night",8,2,0,0,0,0,0,"LED Off","2024-08-02 21:00:00"
"Night",8,3,0,0,0,0,0,"LED Off","2024-08-03 21:00:00"
"Night",8,4,0,0,0,0,0,"LED Off","2024-08-04 21:00:00"
"Night",8,5,0,0,0,0,0,"LED Off","2024-08-05 21:00:00"
"Night",8,6,0,0,0,0,0,"LED Off","2024-08-06 21:00:00"
"Night",8,7,0,0,0,0,0,"LED Off","2024-08-07 21:00:00"
"Night",8,8,0,0,0,0,0,"LED Off","2024-08-08 21:00:00"
"Night",8,9,0,0,0,0,0,"LED Off","2024-08-09 21:00:00"
"Night",8,10,0,0,0,0,0,"LED Off","2024-08-10 21:00:00"
"Night",8,11,0,0,0,0,0,"LED Off","2024-08-11 21:00:00"
"Night",8,12,0,0,0,0,0,"LED Off","2024-08-12 21:00:00"
"Night",8,13,38,497.162336186626,18,0,8,"LED On","2024-08-13 21:00:00"
"Night",8,14,80,639.491710055239,31,4,6,"LED On","2024-08-14 21:00:00"
"Night",8,15,260,1020.38958589106,137,9,10,"LED On","2024-08-15 21:00:00"
"Night",8,16,145,485.462897944296,42,11,0,"LED On","2024-08-16 21:00:00"
"Night",8,17,67,275.996969996598,34,2,2,"LED On","2024-08-17 21:00:00"
"Night",8,18,0,0,0,0,0,"LED On","2024-08-18 21:00:00"
"Night",8,19,153,347.756411497248,44,4,6,"LED On","2024-08-19 21:00:00"
"Night",8,20,196,752.300326793062,78,15,0,"LED On","2024-08-20 21:00:00"
"Night",8,21,150,544.994999382672,53,3,0,"LED On","2024-08-21 21:00:00"
"Night",8,22,33,114.071530712521,14,1,0,"LED On","2024-08-22 21:00:00"
"Night",8,23,134,398.010275186547,54,1,2,"LED On","2024-08-23 21:00:00"
"Night",8,24,141,594.42797832002,60,3,4,"LED On","2024-08-24 21:00:00"
"Night",8,25,36,227.833570575636,20,2,0,"LED On","2024-08-25 21:00:00"
"Night",8,26,29,145.452279967002,10,1,1,"LED On","2024-08-26 21:00:00"
"Night",8,27,23,149.301048230639,11,1,0,"LED On","2024-08-27 21:00:00"
"Night",8,28,127,700.293543257271,101,0,2,"LED On","2024-08-28 21:00:00"
"Night",8,29,298,999.029801232654,121,11,4,"LED On","2024-08-29 21:00:00"
"Night",8,30,266,1384.72952562775,104,12,1,"LED On","2024-08-30 21:00:00"
"Night",8,31,146,501.804481365296,81,5,4,"LED On","2024-08-31 21:00:00"
"Night",9,1,114,665.299978084235,72,3,4,"LED On","2024-09-01 21:00:00"
"Night",9,2,5,47.3766786796419,3,0,0,"LED On","2024-09-02 21:00:00"
"Night",9,3,105,421.013382294445,53,3,5,"LED On","2024-09-03 21:00:00"
"Night",9,4,114,374.924635483932,39,8,1,"LED On","2024-09-04 21:00:00"
"Night",9,5,11,60.4364402144809,5,1,0,"LED On","2024-09-05 21:00:00"
"Night",9,6,32,81.6389161569771,16,1,0,"LED On","2024-09-06 21:00:00"
"Night",9,7,43,130.914227879802,16,0,0,"LED On","2024-09-07 21:00:00"
"Night",9,8,0,0,0,0,0,"LED On","2024-09-08 21:00:00"
"Night",9,9,4,22.6733386522736,4,0,0,"LED On","2024-09-09 21:00:00"
"Night",9,10,0,0,0,0,0,"LED On","2024-09-10 21:00:00"
"Night",9,11,0,0,0,0,0,"LED On","2024-09-11 21:00:00"
"Night",9,12,0,0,0,0,0,"LED On","2024-09-12 21:00:00"
"Night",9,13,0,0,0,0,0,"LED On","2024-09-13 21:00:00"
"Night",9,14,0,0,0,0,0,"LED On","2024-09-14 21:00:00"
"Night",9,15,0,0,0,0,0,"LED On","2024-09-15 21:00:00"
"Night",9,16,0,0,0,0,0,"LED On","2024-09-16 21:00:00"
"Night",9,17,0,0,0,0,0,"LED On","2024-09-17 21:00:00"
