Filename,Response,Predicted order,GT order
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Lepidoptera/20240904084551_crop_1.jpg,Incorrect,Lepidoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Lepidoptera/20240904084551_crop_1.jpg,Incorrect,Lepidoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240904151606_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Lepidoptera/20240904084551_crop_1.jpg,Incorrect,Lepidoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240904151606_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Sordariomycetes/Hypocreales/20240813234613_crop_0.jpg,Incorrect,Hypocreales,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Lepidoptera/20240904084551_crop_1.jpg,Incorrect,Lepidoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240904151606_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Sordariomycetes/Hypocreales/20240813234613_crop_0.jpg,Incorrect,Hypocreales,Diptera
/data/data/ch.apollo.apollo/files/app/images/Mammalia/Chiroptera/20240918101834_crop_0.jpg,Incorrect,Chiroptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Lepidoptera/20240904084551_crop_1.jpg,Incorrect,Lepidoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240904151606_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Sordariomycetes/Hypocreales/20240813234613_crop_0.jpg,Incorrect,Hypocreales,Diptera
/data/data/ch.apollo.apollo/files/app/images/Mammalia/Chiroptera/20240918101834_crop_0.jpg,Incorrect,Chiroptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Arachnida/Araneae/20240817223717_crop_1.jpg,Incorrect,Araneae,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Lepidoptera/20240904084551_crop_1.jpg,Incorrect,Lepidoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240904151606_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Sordariomycetes/Hypocreales/20240813234613_crop_0.jpg,Incorrect,Hypocreales,Diptera
/data/data/ch.apollo.apollo/files/app/images/Mammalia/Chiroptera/20240918101834_crop_0.jpg,Incorrect,Chiroptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Arachnida/Araneae/20240817223717_crop_1.jpg,Incorrect,Araneae,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Hymenoptera/20240823121330_crop_1.jpg,Incorrect,Hymenoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Lepidoptera/20240904084551_crop_1.jpg,Incorrect,Lepidoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240904151606_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Sordariomycetes/Hypocreales/20240813234613_crop_0.jpg,Incorrect,Hypocreales,Diptera
/data/data/ch.apollo.apollo/files/app/images/Mammalia/Chiroptera/20240918101834_crop_0.jpg,Incorrect,Chiroptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Arachnida/Araneae/20240817223717_crop_1.jpg,Incorrect,Araneae,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Hymenoptera/20240823121330_crop_1.jpg,Incorrect,Hymenoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Hydrozoa/Anthoathecata/20240911221109_crop_0.jpg,Incorrect,Anthoathecata,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Lepidoptera/20240904084551_crop_1.jpg,Incorrect,Lepidoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240904151606_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Sordariomycetes/Hypocreales/20240813234613_crop_0.jpg,Incorrect,Hypocreales,Diptera
/data/data/ch.apollo.apollo/files/app/images/Mammalia/Chiroptera/20240918101834_crop_0.jpg,Incorrect,Chiroptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Arachnida/Araneae/20240817223717_crop_1.jpg,Incorrect,Araneae,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Hymenoptera/20240823121330_crop_1.jpg,Incorrect,Hymenoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Hydrozoa/Anthoathecata/20240911221109_crop_0.jpg,Incorrect,Anthoathecata,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240810231136_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Lepidoptera/20240904084551_crop_1.jpg,Incorrect,Lepidoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240904151606_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Sordariomycetes/Hypocreales/20240813234613_crop_0.jpg,Incorrect,Hypocreales,Diptera
/data/data/ch.apollo.apollo/files/app/images/Mammalia/Chiroptera/20240918101834_crop_0.jpg,Incorrect,Chiroptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Arachnida/Araneae/20240817223717_crop_1.jpg,Incorrect,Araneae,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Hymenoptera/20240823121330_crop_1.jpg,Incorrect,Hymenoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Hydrozoa/Anthoathecata/20240911221109_crop_0.jpg,Incorrect,Anthoathecata,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240810231136_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240627024132_crop_4.jpg,Incorrect,Coleoptera,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Lepidoptera/20240904084551_crop_1.jpg,Incorrect,Lepidoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240904151606_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Sordariomycetes/Hypocreales/20240813234613_crop_0.jpg,Incorrect,Hypocreales,Diptera
/data/data/ch.apollo.apollo/files/app/images/Mammalia/Chiroptera/20240918101834_crop_0.jpg,Incorrect,Chiroptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Arachnida/Araneae/20240817223717_crop_1.jpg,Incorrect,Araneae,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Hymenoptera/20240823121330_crop_1.jpg,Incorrect,Hymenoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Hydrozoa/Anthoathecata/20240911221109_crop_0.jpg,Incorrect,Anthoathecata,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240810231136_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240627024132_crop_4.jpg,Incorrect,Coleoptera,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240814222604_crop_3.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Lepidoptera/20240904084551_crop_1.jpg,Incorrect,Lepidoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240904151606_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Sordariomycetes/Hypocreales/20240813234613_crop_0.jpg,Incorrect,Hypocreales,Diptera
/data/data/ch.apollo.apollo/files/app/images/Mammalia/Chiroptera/20240918101834_crop_0.jpg,Incorrect,Chiroptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Arachnida/Araneae/20240817223717_crop_1.jpg,Incorrect,Araneae,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Hymenoptera/20240823121330_crop_1.jpg,Incorrect,Hymenoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Hydrozoa/Anthoathecata/20240911221109_crop_0.jpg,Incorrect,Anthoathecata,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240810231136_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240627024132_crop_4.jpg,Incorrect,Coleoptera,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240814222604_crop_3.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Orthoptera/20240831235643_crop_0.jpg,Incorrect,Orthoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240718210026_crop_1.jpg,Incorrect,Coleoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Raphidioptera/20240817102636_crop_2.jpg,Incorrect,Raphidioptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240720175113_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Cestoda/Diphyllobothriidea/20240901235634_crop_0.jpg,Incorrect,Diphyllobothriidea,Hymenoptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240712184425_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240806232621_crop_4.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Eurotatoria/Ploima/20240907223351_crop_0.jpg,Incorrect,Ploima,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240812222438_crop_2.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Insecta/Lepidoptera/20240904084551_crop_1.jpg,Incorrect,Lepidoptera,Other or Unknown
/data/data/ch.apollo.apollo/files/app/images/Insecta/Coleoptera/20240904151606_crop_0.jpg,Incorrect,Coleoptera,Diptera
/data/data/ch.apollo.apollo/files/app/images/Sordariomycetes/Hypocreales/20240813234613_crop_0.jpg,Incorrect,Hypocreales,Diptera
